,Unnamed: 0,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
653,956,12260650,JE102505,01/03/2021 04:20:00 PM,075XX N GREENVIEW AVE,0460,BATTERY,SIMPLE,RESIDENCE,False,False,2422,24,49.0,1,08B,1164982.0,1950079.0,2021,01/16/2021 03:49:23 PM,42.018624468,-87.668227301,"(42.018624468, -87.668227301)"
7159,10635,12275794,JE119920,01/22/2021 10:30:00 AM,079XX S DREXEL AVE,0560,ASSAULT,SIMPLE,APARTMENT,False,False,624,6,8.0,44,08A,1183608.0,1852589.0,2021,01/29/2021 03:46:26 PM,41.750690464,-87.602741685,"(41.750690464, -87.602741685)"
18174,26302,12302517,JE153624,02/27/2021 01:08:00 AM,006XX N WELLS ST,0460,BATTERY,SIMPLE,HOTEL / MOTEL,False,False,1832,18,42.0,8,08B,1174629.0,1904304.0,2021,03/06/2021 03:50:24 PM,41.892805561,-87.63410257,"(41.892805561, -87.63410257)"
1198,1764,12262696,JE104956,01/05/2021 05:30:00 AM,065XX W SHAKESPEARE AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,2512,25,29.0,19,08A,1132256.0,1913728.0,2021,02/19/2021 03:45:56 PM,41.919508365,-87.78950447,"(41.919508365, -87.78950447)"
798,1168,12266154,JE108960,01/09/2021 12:19:00 PM,009XX N MICHIGAN AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,False,False,1833,18,42.0,8,06,1177324.0,1906733.0,2021,01/16/2021 03:52:53 PM,41.899410159,-87.624131266,"(41.899410159, -87.624131266)"
5565,8339,12272989,JE116178,01/18/2021 11:15:00 AM,050XX W MONROE ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1533,15,28.0,25,08B,1142982.0,1899196.0,2021,01/25/2021 03:48:31 PM,41.879437486,-87.75045783600001,"(41.879437486, -87.750457836)"
9833,14351,12282773,JE128517,01/30/2021 11:00:00 PM,020XX W RICE ST,0460,BATTERY,SIMPLE,RESIDENCE - PORCH / HALLWAY,False,False,1212,12,2.0,24,08B,1162600.0,1905669.0,2021,02/06/2021 03:52:06 PM,41.89681173,-87.67824195200001,"(41.89681173, -87.678241952)"
30534,44408,12331792,JE189214,04/03/2021 07:30:00 PM,048XX W CORNELIA AVE,0810,THEFT,OVER $500,STREET,False,False,1634,16,31.0,15,06,1143354.0,1922828.0,2021,04/10/2021 05:05:58 PM,41.944279294,-87.74850022,"(41.944279294, -87.74850022)"
31406,45711,12333779,JE191366,04/06/2021 02:10:00 PM,007XX N CENTRAL PARK AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1121,11,27.0,23,14,1152251.0,1904653.0,2021,04/13/2021 05:27:07 PM,41.894234272,-87.716279159,"(41.894234272, -87.716279159)"
8310,12318,12279232,JE123880,01/26/2021 03:55:00 PM,032XX N ELSTON AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,True,1733,17,33.0,21,14,1156787.0,1921354.0,2021,02/02/2021 03:48:32 PM,41.939972423,-87.69916620299999,"(41.939972423, -87.699166203)"
1976,2963,12259549,JE101187,01/02/2021 11:30:00 AM,048XX N WINTHROP AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2024,20,46.0,3,14,1167997.0,1932393.0,2021,01/16/2021 03:49:23 PM,41.970028912,-87.657646163,"(41.970028912, -87.657646163)"
8302,12303,12278726,JE123501,01/26/2021 07:30:00 AM,013XX S SAWYER AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,1022,10,24.0,29,06,1154907.0,1893657.0,2021,02/02/2021 03:48:32 PM,41.864007298,-87.706819251,"(41.864007298, -87.706819251)"
21518,31240,12310952,JE163760,03/08/2021 05:30:00 PM,083XX S INGLESIDE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,632,6,8.0,44,14,1184004.0,1849952.0,2021,03/15/2021 04:48:08 PM,41.743445022,-87.60137277,"(41.743445022, -87.60137277)"
5380,8038,12272002,JE115728,01/17/2021 06:06:00 PM,035XX W LE MOYNE ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1422,14,26.0,23,11,1152587.0,1909742.0,2021,01/24/2021 03:47:22 PM,41.908192337,-87.714910394,"(41.908192337, -87.714910394)"
22632,32923,12313682,JE166912,03/11/2021 11:00:00 AM,090XX S RACINE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,2222,22,21.0,73,06,1169910.0,1844866.0,2021,03/18/2021 04:52:21 PM,41.729805696,-87.65316119200001,"(41.729805696, -87.653161192)"
920,1353,12258674,JE100129,01/01/2021 02:25:00 AM,036XX S WENTWORTH AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,915,9,3.0,34,08B,1175550.0,1880606.0,2021,01/16/2021 03:49:23 PM,41.827755973,-87.631431656,"(41.827755973, -87.631431656)"
17009,24659,12300606,JE151282,02/24/2021 06:40:00 PM,067XX S HERMITAGE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,725,7,16.0,67,08B,1165842.0,1859977.0,2021,03/03/2021 03:47:36 PM,41.771359678,-87.66763518399999,"(41.771359678, -87.667635184)"
19342,28030,12307889,JE160178,02/18/2021 10:51:00 AM,016XX W BELLE PLAINE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1912,19,47.0,6,11,1164766.0,1927303.0,2021,03/09/2021 03:52:09 PM,41.95613105,-87.66967160600001,"(41.95613105, -87.669671606)"
32922,47969,12337475,JE196108,04/10/2021 03:00:00 AM,053XX W POTOMAC AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,2532,25,37.0,25,08B,1140618.0,1908141.0,2021,04/17/2021 05:31:27 PM,41.904027387,-87.758918312,"(41.904027387, -87.758918312)"
29512,42928,12329291,JE185899,03/31/2021 03:00:00 PM,011XX S CANAL ST,0810,THEFT,OVER $500,DEPARTMENT STORE,False,False,124,1,25.0,28,06,1173303.0,1895451.0,2021,04/07/2021 05:14:05 PM,41.868541914,-87.639235361,"(41.868541914, -87.639235361)"
22250,32337,12311526,JE164411,03/10/2021 12:30:00 AM,063XX S ASHLAND AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESTAURANT,False,False,725,7,16.0,67,14,1166759.0,1862652.0,2021,03/17/2021 04:51:25 PM,41.778680696,-87.664197479,"(41.778680696, -87.664197479)"
22465,32657,12312147,JE165096,03/10/2021 04:22:00 PM,004XX N SPRINGFIELD AVE,041A,BATTERY,AGGRAVATED - HANDGUN,SIDEWALK,False,False,1122,11,37.0,23,04B,1150308.0,1902741.0,2021,03/17/2021 04:51:25 PM,41.889025668,-87.72346516100001,"(41.889025668, -87.723465161)"
1049,1543,12265018,JE107567,01/07/2021 02:00:00 PM,021XX N PARKSIDE AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,2515,25,36.0,19,06,1138368.0,1913842.0,2021,01/16/2021 03:49:23 PM,41.91971264,-87.767044991,"(41.91971264, -87.767044991)"
24698,35886,12317316,JE171427,03/17/2021 11:30:00 AM,039XX W ROOSEVELT RD,0870,THEFT,POCKET-PICKING,CTA BUS STOP,False,False,1011,10,24.0,29,06,1149986.0,1894412.0,2021,03/24/2021 05:06:10 PM,41.866176234,-87.724864529,"(41.866176234, -87.724864529)"
1806,2691,12258655,JE100029,01/01/2021 12:05:00 AM,023XX S LAWNDALE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1013,10,22.0,30,14,1152074.0,1888197.0,2021,01/16/2021 03:49:23 PM,41.849080675,-87.717362934,"(41.849080675, -87.717362934)"
229,325,12263259,JE105602,01/07/2021 01:58:00 AM,003XX E LOWER WACKER DR,0820,THEFT,$500 AND UNDER,STREET,False,False,114,1,42.0,32,06,1178608.0,1902460.0,2021,01/16/2021 03:49:23 PM,41.887655627,-87.61954577700001,"(41.887655627, -87.619545777)"
8875,13054,12280263,JE125307,01/27/2021 06:00:00 PM,038XX W 63RD ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,823,8,23.0,65,11,1151827.0,1862553.0,2021,02/03/2021 03:58:22 PM,41.778714825,-87.718942349,"(41.778714825, -87.718942349)"
27914,40588,12330570,JE187414,02/15/2021 03:00:00 PM,012XX N LA SALLE DR,0890,THEFT,FROM BUILDING,RESIDENCE - YARD (FRONT / BACK),False,False,1821,18,2.0,8,06,,,2021,04/03/2021 05:04:00 PM,,,
27015,39249,12324060,JE178709,03/24/2021 05:40:00 PM,016XX N DAMEN AVE,0460,BATTERY,SIMPLE,SMALL RETAIL STORE,False,False,1434,14,2.0,24,08B,1162769.0,1910837.0,2021,03/31/2021 04:59:47 PM,41.910989563,-87.677476122,"(41.910989563, -87.677476122)"
15499,22480,12297043,JE146982,02/19/2021 08:00:00 AM,081XX S MAY ST,0820,THEFT,$500 AND UNDER,SCHOOL - PUBLIC BUILDING,False,False,613,6,21.0,71,06,1170069.0,1850820.0,2021,02/26/2021 03:47:53 PM,41.746140855,-87.652406156,"(41.746140855, -87.652406156)"
25992,37771,12320447,JE174932,03/21/2021 03:45:00 AM,034XX W SCHOOL ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,True,1732,17,35.0,21,14,1152750.0,1921731.0,2021,03/28/2021 04:57:44 PM,41.941087933,-87.713993511,"(41.941087933, -87.713993511)"
9003,13220,12279948,JE125087,01/27/2021 07:45:00 PM,030XX E CHELTENHAM PL,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,421,4,7.0,43,08B,1197844.0,1853535.0,2021,02/03/2021 03:58:22 PM,41.752942798,-87.550543698,"(41.752942798, -87.550543698)"
7044,10476,12275708,JE119983,01/22/2021 01:00:00 AM,074XX S COLFAX AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,334,3,7.0,43,14,1194666.0,1856110.0,2021,01/29/2021 03:46:26 PM,41.760087548,-87.56210496899999,"(41.760087548, -87.562104969)"
16153,23428,12297905,JE148042,02/21/2021 03:55:00 PM,046XX W NORTH AVE,0860,THEFT,RETAIL THEFT,SMALL RETAIL STORE,True,False,2533,25,37.0,25,06,1145011.0,1910225.0,2021,02/28/2021 03:48:02 PM,41.909664252,-87.742728815,"(41.909664252, -87.742728815)"
30780,44777,12332303,JE189667,04/04/2021 10:00:00 PM,051XX N CHESTER AVE,0460,BATTERY,SIMPLE,SIDEWALK,False,False,1614,16,41.0,76,08B,1118831.0,1933290.0,2021,04/11/2021 05:07:26 PM,41.973412087,-87.838416015,"(41.973412087, -87.838416015)"
20960,30399,12308863,JE161301,03/06/2021 08:00:00 PM,080XX S MARSHFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,611,6,21.0,71,08B,1166742.0,1851339.0,2021,03/13/2021 03:51:08 PM,41.747636666,-87.664582243,"(41.747636666, -87.664582243)"
4394,6602,12269585,JE112671,01/14/2021 02:50:00 PM,070XX S JEFFERY BLVD,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,STREET,False,True,331,3,5.0,43,04B,1190766.0,1858554.0,2021,01/21/2021 03:51:43 PM,41.766889142,-87.57631942200001,"(41.766889142, -87.576319422)"
13127,19084,12290169,JE138012,01/30/2021 07:40:00 PM,021XX S MICHIGAN AVE,0890,THEFT,FROM BUILDING,APARTMENT,False,False,132,1,3.0,33,06,1177540.0,1890161.0,2021,02/19/2021 03:45:56 PM,41.853930752,-87.623841071,"(41.853930752, -87.623841071)"
2067,3092,12264320,JE106735,01/08/2021 11:04:00 AM,017XX N WELLS ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1814,18,43.0,7,06,1174373.0,1912140.0,2021,01/16/2021 03:49:23 PM,41.91431366,-87.63480841,"(41.91431366, -87.63480841)"
11624,16885,12286469,JE133112,02/05/2021 10:50:00 AM,069XX W ARMITAGE AVE,0560,ASSAULT,SIMPLE,SIDEWALK,False,False,2513,25,29.0,25,08A,1130021.0,1912537.0,2021,02/12/2021 03:49:04 PM,41.916278708,-87.797743668,"(41.916278708, -87.797743668)"
31423,45741,12334430,JE191744,04/06/2021 08:30:00 PM,068XX S CALUMET AVE,0810,THEFT,OVER $500,RESIDENCE,False,True,322,3,20.0,69,06,1179658.0,1859763.0,2021,04/13/2021 05:27:07 PM,41.770467825,-87.616997321,"(41.770467825, -87.616997321)"
21789,31653,12311597,JE163344,03/09/2021 12:30:00 AM,008XX E 81ST ST,0820,THEFT,$500 AND UNDER,APARTMENT,False,False,631,6,8.0,44,06,1183175.0,1851472.0,2021,03/16/2021 04:52:52 PM,41.747635376,-87.604363064,"(41.747635376, -87.604363064)"
879,1288,12260317,JE101658,01/02/2021 06:45:00 AM,040XX N LONG AVE,0810,THEFT,OVER $500,APARTMENT,False,False,1624,16,38.0,15,06,1139625.0,1926499.0,2021,01/16/2021 03:49:23 PM,41.954421868,-87.76211665299999,"(41.954421868, -87.762116653)"
22049,32039,12311279,JE164210,03/09/2021 06:32:00 PM,045XX S ASHLAND AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,False,False,924,9,15.0,61,14,1166433.0,1874682.0,2021,03/16/2021 04:52:52 PM,41.81169941,-87.66504976899999,"(41.81169941, -87.665049769)"
2870,4332,12266766,JE109493,01/10/2021 09:30:00 AM,005XX N MAY ST,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,1214,12,27.0,24,06,1168725.0,1903779.0,2021,01/17/2021 03:49:56 PM,41.891494906,-87.65580073,"(41.891494906, -87.65580073)"
16837,24413,12303717,JE155088,01/18/2021 07:00:00 PM,011XX N LECLAIRE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,True,1531,15,37.0,25,14,1142154.0,1907162.0,2021,03/02/2021 03:47:53 PM,41.901312537,-87.75330043700001,"(41.901312537, -87.753300437)"
1060,1560,12263948,JE106346,01/05/2021 12:00:00 PM,045XX S CALIFORNIA AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,922,9,15.0,58,11,1158463.0,1874410.0,2021,01/16/2021 03:49:23 PM,41.811119362,-87.694290943,"(41.811119362, -87.694290943)"
3982,5998,12271318,JE114642,01/04/2021 09:00:00 AM,056XX N KIMBALL AVE,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,RESIDENCE,False,False,1711,17,39.0,13,10,1152694.0,1937335.0,2021,01/20/2021 03:51:20 PM,41.983907443,-87.713784661,"(41.983907443, -87.713784661)"
5561,8335,12275279,JE119472,01/18/2021 02:30:00 PM,029XX W CORTLAND ST,0820,THEFT,$500 AND UNDER,SIDEWALK,False,False,1421,14,1.0,22,06,1156359.0,1912483.0,2021,01/25/2021 03:48:31 PM,41.915638407,-87.700979693,"(41.915638407, -87.700979693)"
12206,17724,12288753,JE136249,02/08/2021 12:00:00 PM,036XX W 114TH PL,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,2211,22,19.0,74,11,1154317.0,1828396.0,2021,02/15/2021 03:50:56 PM,41.684932881,-87.710719546,"(41.684932881, -87.710719546)"
22278,32378,12312187,JE165070,03/10/2021 03:11:00 PM,076XX S COLFAX AVE,0420,BATTERY,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,RESIDENCE,False,False,421,4,7.0,43,04B,1194851.0,1854779.0,2021,03/17/2021 04:51:25 PM,41.756430631,-87.561470724,"(41.756430631, -87.561470724)"
27931,40611,12325393,JE181126,03/27/2021 08:47:00 AM,065XX N SHERIDAN RD,0860,THEFT,RETAIL THEFT,DRUG STORE,False,False,2432,24,49.0,1,06,1167075.0,1943506.0,2021,04/03/2021 05:04:00 PM,42.000543176,-87.660715471,"(42.000543176, -87.660715471)"
30527,44395,12333829,JE191763,04/03/2021 10:00:00 PM,035XX W SHAKESPEARE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1413,14,35.0,22,14,1152703.0,1914067.0,2021,04/10/2021 05:05:58 PM,41.920058227,-87.714369606,"(41.920058227, -87.714369606)"
5714,8571,12275678,JE119899,01/15/2021 03:00:00 PM,004XX S KOSTNER AVE,0810,THEFT,OVER $500,RESIDENCE,False,False,1131,11,28.0,26,06,1147128.0,1897577.0,2021,01/26/2021 03:48:59 PM,41.874916484,-87.735275635,"(41.874916484, -87.735275635)"
7266,10778,12276856,JE121392,01/23/2021 06:00:00 PM,109XX S DOTY AVE W,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,True,False,513,5,9.0,50,06,1185440.0,1832668.0,2021,01/30/2021 03:51:02 PM,41.695982095,-87.59665314200001,"(41.695982095, -87.596653142)"
8130,12060,12278073,JE122619,01/25/2021 09:20:00 AM,023XX W HOWARD ST,0810,THEFT,OVER $500,RESTAURANT,False,False,2411,24,49.0,2,06,1159203.0,1950365.0,2021,02/01/2021 03:48:35 PM,42.019530514,-87.689485178,"(42.019530514, -87.689485178)"
6324,9433,12273932,JE117921,01/20/2021 11:20:00 AM,005XX N PINE AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,False,False,1523,15,37.0,25,04A,1139433.0,1903184.0,2021,01/27/2021 03:54:59 PM,41.890446468,-87.76339214,"(41.890446468, -87.76339214)"
8321,12336,12282532,JE128291,01/08/2021 03:30:00 PM,076XX W CLARENCE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1612,16,41.0,10,11,1124471.0,1940890.0,2021,02/02/2021 03:46:23 PM,41.994175999,-87.817507581,"(41.994175999, -87.817507581)"
1345,1997,12264483,JE106938,01/08/2021 12:30:00 PM,009XX W VAN BUREN ST,0820,THEFT,$500 AND UNDER,STREET,False,False,1232,12,25.0,28,06,1170321.0,1898374.0,2021,01/16/2021 03:49:23 PM,41.876628485,-87.650097441,"(41.876628485, -87.650097441)"
21403,31063,12310294,JE163046,03/08/2021 12:00:00 PM,055XX W JACKSON BLVD,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,1522,15,29.0,25,11,1139487.0,1898122.0,2021,03/15/2021 04:48:08 PM,41.876554708,-87.763317302,"(41.876554708, -87.763317302)"
3686,5567,12268599,JE111702,01/13/2021 02:30:00 PM,007XX W 63RD ST,0820,THEFT,$500 AND UNDER,SCHOOL - PRIVATE GROUNDS,False,False,723,7,20.0,68,06,1172236.0,1863088.0,2021,01/20/2021 03:53:42 PM,41.779758427,-87.64410563,"(41.779758427, -87.64410563)"
16147,23419,12299142,JE149528,02/21/2021 03:00:00 PM,129XX S EMERALD AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,False,False,523,5,34.0,53,11,1173687.0,1819165.0,2021,02/28/2021 03:48:02 PM,41.659195477,-87.64008274700001,"(41.659195477, -87.640082747)"
9122,13381,12280606,JE125927,01/28/2021 03:00:00 AM,061XX N MOZART ST,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,2413,24,50.0,2,14,1156228.0,1940657.0,2021,02/04/2021 03:52:02 PM,41.992952283,-87.700696871,"(41.992952283, -87.700696871)"
13513,19639,12291032,JE139103,01/31/2021 08:00:00 AM,004XX E OHIO ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,APARTMENT,False,False,1834,18,42.0,8,11,1179395.0,1904290.0,2021,02/19/2021 03:45:56 PM,41.892659231,-87.61659957100001,"(41.892659231, -87.616599571)"
25932,37677,12321723,JE174967,03/21/2021 05:52:00 AM,082XX S MARYLAND AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,631,6,8.0,44,06,1183336.0,1850636.0,2021,03/28/2021 04:57:44 PM,41.745337558,-87.60379909,"(41.745337558, -87.60379909)"
1327,1965,12258573,JE100069,01/01/2021 12:18:00 AM,079XX S PAULINA ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,False,True,611,6,17.0,71,08B,1166389.0,1852150.0,2021,01/16/2021 03:49:23 PM,41.749869687,-87.665852691,"(41.749869687, -87.665852691)"
4469,6708,12270599,JE114054,01/15/2021 08:00:00 PM,052XX S MARSHFIELD AVE,0810,THEFT,OVER $500,STREET,False,False,932,9,16.0,61,06,1166231.0,1869960.0,2021,01/22/2021 03:48:10 PM,41.798746006,-87.665925191,"(41.798746006, -87.665925191)"
25372,36866,12319375,JE172992,03/19/2021 12:00:00 AM,027XX W FULLERTON AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,GAS STATION,False,True,1431,14,1.0,22,08B,1157388.0,1915833.0,2021,03/26/2021 05:00:56 PM,41.924810184,-87.697107911,"(41.924810184, -87.697107911)"
33272,48478,12337239,JE195998,04/11/2021 04:08:00 AM,001XX W KINZIE ST,1310,CRIMINAL DAMAGE,TO PROPERTY,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1831,18,42.0,8,14,1175310.0,1902997.0,2021,04/18/2021 05:28:06 PM,41.889203826,-87.631640804,"(41.889203826, -87.631640804)"
19197,27826,12306719,JE158669,03/02/2021 02:27:00 PM,031XX W HARRISON ST,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,POLICE FACILITY / VEHICLE PARKING LOT,False,False,1134,11,24.0,27,11,1155457.0,1897193.0,2021,03/09/2021 03:54:03 PM,41.873699424,-87.704705156,"(41.873699424, -87.704705156)"
16439,23840,12300316,JE150916,02/22/2021 10:30:00 PM,013XX N LAKE SHORE DR,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,1824,18,43.0,8,14,1176893.0,1909576.0,2021,03/01/2021 03:46:28 PM,41.907221245,-87.62562815700001,"(41.907221245, -87.625628157)"
4219,6332,12269380,JE112613,01/14/2021 02:27:00 PM,027XX N ALBANY AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1411,14,32.0,22,06,1155240.0,1917967.0,2021,01/21/2021 03:51:43 PM,41.930709508,-87.704943179,"(41.930709508, -87.704943179)"
14483,21031,12294663,JE143566,02/16/2021 08:00:00 AM,013XX W 95TH ST,1340,CRIMINAL DAMAGE,TO STATE SUPPORTED PROPERTY,SCHOOL - PUBLIC BUILDING,False,False,2213,22,21.0,73,14,1169194.0,1841762.0,2021,02/23/2021 03:48:18 PM,41.721303358,-87.655873595,"(41.721303358, -87.655873595)"
26502,38496,12320848,JE175830,03/22/2021 02:04:00 AM,032XX S THROOP ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,913,9,11.0,60,08B,1168183.0,1883445.0,2021,03/29/2021 04:53:03 PM,41.835708454,-87.658378342,"(41.835708454, -87.658378342)"
32950,48013,12336895,JE195559,04/10/2021 03:22:00 PM,039XX S PRAIRIE AVE,0820,THEFT,$500 AND UNDER,RESIDENCE - YARD (FRONT / BACK),False,False,213,2,3.0,38,06,1178690.0,1878865.0,2021,04/17/2021 05:31:27 PM,41.822907556,-87.61996452700001,"(41.822907556, -87.619964527)"
15227,22115,12299426,JE149957,01/18/2021 07:47:00 AM,001XX W CERMAK RD,1340,CRIMINAL DAMAGE,TO STATE SUPPORTED PROPERTY,CTA TRAIN,True,False,914,9,25.0,34,14,1175616.0,1889758.0,2021,02/25/2021 03:49:23 PM,41.852868298,-87.63091491,"(41.852868298, -87.63091491)"
21923,31847,12311228,JE164060,03/09/2021 04:50:00 PM,017XX W HOWARD ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,True,False,2422,24,49.0,1,06,1163126.0,1950347.0,2021,03/16/2021 04:52:52 PM,42.019399237,-87.675049485,"(42.019399237, -87.675049485)"
6134,9167,12273215,JE116917,01/19/2021 09:45:00 AM,054XX S INDIANA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE - PORCH / HALLWAY,False,True,231,2,3.0,40,14,1178522.0,1869060.0,2021,01/26/2021 03:51:22 PM,41.796005609,-87.62087904200001,"(41.796005609, -87.620879042)"
23606,34310,12314792,JE168433,03/14/2021 01:54:00 AM,078XX S PRAIRIE AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,623,6,6.0,69,14,1179389.0,1853153.0,2021,03/21/2021 04:49:58 PM,41.752335412,-87.618184795,"(41.752335412, -87.618184795)"
5181,7729,12271972,JE115663,01/17/2021 05:15:00 PM,032XX N RAVENSWOOD AVE,0560,ASSAULT,SIMPLE,STREET,False,False,1922,19,47.0,5,08A,1163659.0,1921482.0,2021,01/24/2021 03:47:22 PM,41.940181382,-87.673905839,"(41.940181382, -87.673905839)"
9343,13681,12282680,JE126127,01/28/2021 09:45:00 PM,005XX N STATE ST,0860,THEFT,RETAIL THEFT,GROCERY FOOD STORE,False,False,1831,18,42.0,8,06,1176272.0,1904025.0,2021,02/04/2021 03:52:02 PM,41.89200307,-87.628076963,"(41.89200307, -87.628076963)"
19440,28165,12307888,JE160125,02/20/2021 09:00:00 AM,057XX S KENWOOD AVE,0820,THEFT,$500 AND UNDER,RESIDENCE,False,False,235,2,5.0,41,06,1186085.0,1867234.0,2021,03/09/2021 03:52:09 PM,41.790819572,-87.593203067,"(41.790819572, -87.593203067)"
16082,23323,12297983,JE148105,02/21/2021 05:35:00 PM,075XX S ESSEX AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,421,4,7.0,43,14,1194173.0,1855463.0,2021,02/28/2021 03:48:02 PM,41.758324246,-87.563932991,"(41.758324246, -87.563932991)"
15715,22795,12297741,JE147905,02/20/2021 01:00:00 PM,078XX S ESCANABA AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,421,4,7.0,43,14,1196884.0,1853529.0,2021,02/27/2021 03:46:45 PM,41.752950248000005,-87.554061838,"(41.752950248, -87.554061838)"
17388,25201,12302720,JE153932,02/25/2021 10:00:00 AM,001XX W ELM ST,0560,ASSAULT,SIMPLE,CHA HALLWAY / STAIRWELL / ELEVATOR,False,False,1824,18,27.0,8,08A,1175121.0,1908069.0,2021,03/04/2021 03:52:04 PM,41.903125898,-87.632182661,"(41.903125898, -87.632182661)"
22577,32841,12316354,JE170256,02/16/2021 06:00:00 PM,008XX S KEDZIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT / GARAGE (NON RESIDENTIAL),False,False,1134,11,24.0,27,14,1155162.0,1896096.0,2021,03/18/2021 04:49:55 PM,41.870695065,-87.705817702,"(41.870695065, -87.705817702)"
30580,44481,12335100,JE193256,03/11/2021 12:00:00 PM,016XX W 79TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,False,False,611,6,17.0,71,14,1166573.0,1852320.0,2021,04/10/2021 05:02:10 PM,41.750332272,-87.665173597,"(41.750332272, -87.665173597)"
17617,25520,12306664,JE157870,01/22/2021 12:00:00 AM,071XX W TALCOTT AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,RESIDENCE,False,False,1612,16,41.0,10,11,1127624.0,1937718.0,2021,03/06/2021 03:48:05 PM,41.985419021,-87.80598107600001,"(41.985419021, -87.805981076)"
